vehicle_id,departure_ts,departure_location,arrival_ts,arrival_location,distance_km,payload_kg
vehicle_24,2024-01-30 07:00:00,location_17,2024-01-30 09:00:00,location_108,30.0,2505.95
vehicle_25,2024-01-30 04:30:00,location_32,2024-01-30 09:25:47,location_257,197.0,5388.06
vehicle_37,2024-01-30 14:00:00,location_153,2024-01-30 15:30:00,location_32,3.0,12375.0
vehicle_15,2024-01-30 04:30:00,location_17,2024-01-30 06:22:46,location_131,92.0,1905.85
vehicle_1,2024-01-30 04:30:00,location_17,2024-01-30 09:00:00,location_252,100.0,797.83
vehicle_23,2024-01-30 14:20:44,location_299,2024-01-30 17:58:15,location_17,76.0,6609.22
vehicle_7,2024-01-30 04:30:00,location_32,2024-01-30 14:59:58,location_148,63.0,7357.29
vehicle_7,2024-01-30 04:30:00,location_32,2024-01-30 07:57:48,location_236,10.0,7214.07
vehicle_9,2024-01-30 05:00:00,location_17,2024-01-30 11:21:45,location_234,54.0,326.56
vehicle_5,2024-01-30 07:00:00,location_17,2024-01-30 08:00:00,location_98,33.0,493.26
vehicle_6,2024-01-30 12:46:23,location_27,2024-01-30 19:00:00,location_17,69.0,6584.48
vehicle_0,2024-01-30 05:40:03,location_182,2024-01-30 15:00:00,location_17,55.0,7319.34
vehicle_35,2024-01-30 11:49:15,location_182,2024-01-30 16:55:48,location_17,55.0,7319.34
vehicle_11,2024-01-30 13:22:00,location_167,2024-01-30 18:18:36,location_17,105.0,6351.13
vehicle_23,2024-01-30 08:27:35,location_25,2024-01-30 10:41:17,location_17,26.0,7902.47
vehicle_31,2024-01-30 07:19:21,location_28,2024-01-30 15:00:00,location_17,170.0,3675.81
vehicle_30,2024-01-30 06:00:45,location_151,2024-01-30 10:16:18,location_78,6.0,375.06
vehicle_25,2024-01-30 11:36:21,location_257,2024-01-30 19:00:00,location_32,201.0,6893.16
vehicle_22,2024-01-30 04:30:00,location_17,2024-01-30 08:30:49,location_197,49.0,1594.86
vehicle_21,2024-01-30 04:30:00,location_17,2024-01-30 18:54:46,location_214,83.0,4230.67
vehicle_32,2024-01-30 07:00:00,location_17,2024-01-30 15:03:00,location_247,10.0,506.32
vehicle_6,2024-01-30 04:30:00,location_17,2024-01-30 12:46:06,location_27,68.0,6125.89
vehicle_9,2024-01-30 07:00:00,location_25,2024-01-30 19:00:00,location_17,26.0,7927.42
vehicle_22,2024-01-30 10:23:28,location_25,2024-01-30 12:24:17,location_17,26.0,7354.46
vehicle_37,2024-01-30 09:41:29,location_154,2024-01-30 19:00:00,location_32,27.0,2167.24
vehicle_7,2024-01-30 08:49:42,location_236,2024-01-30 11:10:54,location_32,10.0,3973.74
vehicle_29,2024-01-30 10:51:33,location_259,2024-01-30 13:59:20,location_17,43.0,6272.77
vehicle_3,2024-01-30 11:00:00,location_214,2024-01-30 19:00:00,location_17,84.0,5297.62
vehicle_14,2024-01-30 09:20:40,location_25,2024-01-30 11:03:03,location_17,26.0,5359.07
vehicle_9,2024-01-30 13:43:00,location_167,2024-01-30 17:16:00,location_17,105.0,7560.63
vehicle_37,2024-01-30 04:30:00,location_32,2024-01-30 07:36:18,location_184,24.0,7601.6
vehicle_21,2024-01-30 13:00:00,location_259,2024-01-30 18:54:13,location_17,52.0,1304.96
vehicle_14,2024-01-30 13:00:00,location_214,2024-01-30 16:36:06,location_17,83.0,5847.92
vehicle_14,2024-01-30 04:30:00,location_17,2024-01-30 07:50:28,location_182,64.0,5278.39
vehicle_4,2024-01-30 04:30:00,location_17,2024-01-30 15:46:12,location_27,68.0,6125.89
vehicle_1,2024-01-30 12:54:03,location_259,2024-01-30 16:00:10,location_17,38.0,3101.78
vehicle_4,2024-01-30 09:30:00,location_259,2024-01-30 19:00:00,location_17,38.0,4951.87
vehicle_22,2024-01-30 17:54:00,location_259,2024-01-30 18:39:21,location_17,52.0,2467.94
vehicle_18,2024-01-30 11:49:04,location_259,2024-01-30 19:00:00,location_17,52.0,1700.43
vehicle_2,2024-01-30 09:56:04,location_259,2024-01-30 13:52:11,location_17,52.0,1782.12
vehicle_30,2024-01-30 10:16:47,location_12,2024-01-30 16:00:00,location_78,84.0,3548.72
vehicle_18,2024-01-30 04:30:00,location_17,2024-01-30 09:00:00,location_247,12.0,3644.86
vehicle_18,2024-01-30 15:06:34,location_247,2024-01-30 19:00:00,location_17,13.0,6317.76
vehicle_3,2024-01-30 12:30:00,location_259,2024-01-30 16:00:00,location_17,43.0,13261.42
vehicle_8,2024-01-30 08:00:00,location_238,2024-01-30 15:00:00,location_17,165.0,1102.88
vehicle_29,2024-01-31 07:00:00,location_17,2024-01-31 11:43:45,location_214,86.0,4211.42
vehicle_19,2024-01-31 07:00:00,location_17,2024-01-31 14:38:21,location_259,43.0,4211.42
vehicle_35,2024-01-31 07:00:00,location_17,2024-01-31 05:57:44,location_167,105.0,4878.23
vehicle_12,2024-01-31 07:00:00,location_17,2024-01-31 10:47:30,location_158,74.0,4333.79
vehicle_13,2024-01-31 08:30:00,location_242,2024-01-31 15:00:00,location_17,142.0,7138.13
vehicle_5,2024-01-31 07:00:00,location_17,2024-01-31 09:00:00,location_234,75.0,2787.49
vehicle_17,2024-01-31 07:00:00,location_17,2024-01-31 16:00:00,location_99,60.0,3663.11
vehicle_16,2024-01-31 04:29:35,location_292,2024-01-31 09:25:32,location_17,63.0,6898.56
vehicle_19,2024-01-31 06:12:00,location_292,2024-01-31 09:44:22,location_17,63.0,6245.53
vehicle_17,2024-01-31 08:23:21,location_292,2024-01-31 12:05:33,location_17,63.0,6245.53
vehicle_7,2024-01-31 09:16:19,location_112,2024-01-31 11:34:57,location_32,16.0,3854.01
vehicle_12,2024-01-31 07:00:00,location_17,2024-01-31 06:07:52,location_140,5.0,3142.86
vehicle_24,2024-01-31 07:00:00,location_17,2024-01-31 05:31:00,location_137,161.0,6695.27
vehicle_10,2024-01-31 07:00:00,location_17,2024-01-31 06:13:08,location_269,17.0,4555.17
vehicle_32,2024-01-31 07:00:00,location_17,2024-01-31 18:00:00,location_299,106.0,4167.57
vehicle_19,2024-01-31 07:00:00,location_17,2024-01-31 11:31:36,location_82,12.0,2780.4
vehicle_34,2024-01-31 09:00:00,location_167,2024-01-31 15:00:00,location_17,99.0,343.28
vehicle_25,2024-01-31 04:30:00,location_32,2024-01-31 09:45:57,location_70,55.0,7423.44
vehicle_7,2024-01-31 04:30:00,location_32,2024-01-31 05:59:43,location_236,10.0,7292.81
vehicle_21,2024-01-31 17:58:26,location_58,2024-01-31 17:58:34,location_17,18.0,9180.31
vehicle_9,2024-01-31 05:00:00,location_17,2024-01-31 12:50:13,location_262,267.0,6598.88
vehicle_14,2024-01-31 04:30:00,location_17,2024-01-31 10:51:06,location_259,39.0,3869.15
vehicle_10,2024-01-31 07:00:00,location_17,2024-01-31 15:00:00,location_17,89.0,0.0
vehicle_10,2024-01-31 07:00:00,location_17,2024-01-31 15:00:00,location_17,67.0,3622.92
vehicle_10,2024-01-31 07:00:00,location_17,2024-01-31 15:00:00,location_17,28.0,0.0
vehicle_29,2024-01-31 07:00:00,location_17,2024-01-31 05:45:54,location_182,56.0,3672.82
vehicle_15,2024-01-31 05:00:00,location_17,2024-01-31 10:14:45,location_259,39.0,0.0
vehicle_18,2024-01-31 04:30:00,location_17,2024-01-31 06:36:20,location_41,136.0,4406.71
vehicle_1,2024-01-31 12:00:00,location_299,2024-01-31 19:00:00,location_17,76.0,16298.0
vehicle_31,2024-01-31 07:00:00,location_17,2024-01-31 05:12:51,location_289,74.0,3611.76
vehicle_16,2024-01-31 07:00:00,location_17,2024-01-31 13:27:59,location_259,53.0,1319.06
vehicle_8,2024-01-31 07:00:00,location_17,2024-01-31 04:46:46,location_66,140.0,3571.42
vehicle_36,2024-01-31 07:00:00,location_17,2024-01-31 04:38:55,location_182,41.0,2639.75
vehicle_36,2024-01-31 07:00:00,location_17,2024-01-31 05:51:55,location_234,25.0,6311.33
vehicle_6,2024-01-31 04:30:00,location_17,2024-01-31 04:43:08,location_41,136.0,5075.07
vehicle_7,2024-01-31 04:30:00,location_32,2024-01-31 16:15:17,location_136,28.0,7753.83
vehicle_0,2024-01-31 07:00:00,location_17,2024-01-31 06:00:00,location_108,55.0,2473.37
vehicle_3,2024-01-31 04:30:00,location_17,2024-01-31 10:39:07,location_259,39.0,4415.34
vehicle_34,2024-01-31 07:00:00,location_17,2024-01-31 09:00:00,location_167,100.0,611.14
vehicle_11,2024-01-31 07:00:00,location_17,2024-01-31 09:15:53,location_127,166.0,899.64
vehicle_27,2024-01-31 07:00:00,location_17,2024-01-31 09:22:40,location_299,76.0,611.14
vehicle_37,2024-01-31 04:30:00,location_32,2024-01-31 11:17:58,location_106,242.0,947.74
vehicle_36,2024-01-31 07:00:00,location_17,2024-01-31 13:44:49,location_140,7.0,3718.57
vehicle_16,2024-01-31 07:00:00,location_17,2024-01-31 12:00:00,location_140,7.0,3240.01
vehicle_3,2024-01-31 04:30:00,location_17,2024-01-31 06:35:38,location_108,57.0,2252.79
vehicle_5,2024-01-31 07:00:00,location_17,2024-01-31 07:00:00,location_227,71.0,2324.74
vehicle_23,2024-01-31 04:30:00,location_17,2024-01-31 09:42:45,location_27,68.0,6125.89
vehicle_31,2024-01-31 07:00:00,location_17,2024-01-31 05:12:51,location_289,13.0,0.0
vehicle_18,2024-01-31 11:13:13,location_214,2024-01-31 12:49:03,location_17,84.0,6746.43
vehicle_13,2024-01-31 07:00:00,location_17,2024-01-31 06:23:29,location_41,134.0,5851.8
vehicle_23,2024-01-31 11:10:43,location_27,2024-01-31 19:00:00,location_17,69.0,6584.48
vehicle_14,2024-01-31 07:53:58,location_25,2024-01-31 09:43:27,location_17,26.0,5670.94
vehicle_2,2024-01-31 13:09:04,location_25,2024-01-31 19:00:00,location_17,26.0,7902.47
vehicle_25,2024-01-31 15:26:44,location_154,2024-01-31 19:00:00,location_32,27.0,2167.24
vehicle_5,2024-01-31 11:30:00,location_182,2024-01-31 15:00:00,location_17,55.0,7319.34
vehicle_11,2024-01-31 11:41:00,location_167,2024-01-31 18:14:08,location_17,105.0,6351.13
vehicle_27,2024-01-31 11:48:47,location_182,2024-01-31 15:26:37,location_17,55.0,7319.34
vehicle_35,2024-01-31 07:41:54,location_167,2024-01-31 15:25:57,location_17,105.0,6351.13
vehicle_2,2024-01-31 04:30:00,location_17,2024-01-31 07:27:19,location_197,49.0,748.88
vehicle_15,2024-01-31 13:12:43,location_214,2024-01-31 16:43:49,location_17,84.0,6746.43
vehicle_22,2024-01-31 09:56:22,location_214,2024-01-31 12:46:30,location_17,84.0,6746.43
vehicle_22,2024-01-31 04:30:00,location_17,2024-01-31 08:14:05,location_3,82.0,1129.06
vehicle_24,2024-01-31 07:00:00,location_242,2024-01-31 15:00:00,location_17,142.0,7138.13
vehicle_4,2024-01-31 04:30:00,location_17,2024-01-31 09:10:18,location_144,39.0,1592.13
vehicle_4,2024-01-31 04:30:00,location_17,2024-01-31 11:39:58,location_246,83.0,588.3
vehicle_4,2024-01-31 04:30:00,location_17,2024-01-31 11:39:52,location_256,67.0,2690.79
vehicle_23,2024-01-31 04:30:00,location_17,2024-01-31 08:20:09,location_247,12.0,2062.24
vehicle_6,2024-01-31 07:09:59,location_167,2024-01-31 18:00:00,location_17,107.0,5655.27
vehicle_31,2024-01-31 07:54:13,location_209,2024-01-31 11:57:05,location_17,144.0,5551.91
vehicle_8,2024-01-31 06:59:55,location_209,2024-01-31 15:16:06,location_17,144.0,2858.2
vehicle_3,2024-01-31 10:45:37,location_259,2024-01-31 17:10:32,location_17,38.0,3101.78
vehicle_2,2024-01-31 09:41:43,location_182,2024-01-31 12:11:20,location_17,58.0,8580.23
vehicle_30,2024-01-31 06:46:00,location_165,2024-01-31 10:26:19,location_78,86.0,4174.15
vehicle_29,2024-01-31 12:46:58,location_214,2024-01-31 16:41:40,location_17,88.0,5067.27
vehicle_9,2024-01-31 14:54:15,location_13,2024-02-01 09:10:31,location_25,119.0,5831.0
vehicle_30,2024-01-31 10:58:33,location_36,2024-01-31 15:00:00,location_78,17.0,668.08
vehicle_21,2024-01-31 15:00:00,location_17,2024-02-01 19:05:31,location_259,43.0,400.0
vehicle_23,2024-01-31 06:00:00,location_17,2024-01-31 06:30:00,location_247,12.0,1.0
vehicle_2,2024-02-01 04:30:00,location_17,2024-02-01 12:58:05,location_259,39.0,1833.63
vehicle_21,2024-02-01 05:00:00,location_17,2024-02-01 01:42:41,location_149,83.0,6658.64
vehicle_2,2024-02-01 04:30:00,location_17,2024-02-01 07:41:55,location_182,64.0,2572.23
vehicle_27,2024-02-01 07:00:00,location_17,2024-02-01 08:50:12,location_167,94.0,3970.29
vehicle_12,2024-02-01 07:00:00,location_17,2024-02-01 06:27:25,location_259,53.0,4056.6
vehicle_10,2024-02-01 11:16:54,location_28,2024-02-01 15:00:00,location_17,159.0,6633.81
vehicle_0,2024-02-01 07:00:00,location_17,2024-02-01 06:21:05,location_147,172.0,6882.32
vehicle_29,2024-02-01 07:00:00,location_17,2024-02-01 08:57:10,location_259,53.0,3326.02
vehicle_38,2024-02-01 07:00:00,location_17,2024-02-01 06:00:00,location_197,52.0,740.05
vehicle_1,2024-02-01 04:30:00,location_17,2024-02-01 10:11:01,location_214,83.0,4003.87
vehicle_25,2024-02-01 09:24:09,location_112,2024-02-01 19:00:00,location_32,16.0,5386.45
vehicle_29,2024-02-01 07:00:00,location_17,2024-02-01 04:46:36,location_182,56.0,3408.2
vehicle_32,2024-02-01 18:00:00,location_299,2024-02-01 11:00:00,location_3,16.0,4167.57
vehicle_34,2024-02-01 09:30:00,location_227,2024-02-01 10:00:00,location_17,92.0,0.0
vehicle_34,2024-02-01 07:00:00,location_17,2024-02-01 09:30:00,location_227,92.0,4003.5
vehicle_16,2024-02-01 07:00:00,location_17,2024-02-01 13:23:54,location_182,32.0,4666.72
vehicle_16,2024-02-01 07:00:00,location_17,2024-02-01 13:23:50,location_182,3.0,0.0
vehicle_16,2024-02-01 07:00:00,location_17,2024-02-01 13:23:50,location_182,13.0,423.9
vehicle_16,2024-02-01 07:00:00,location_17,2024-02-01 13:23:50,location_182,2.0,0.0
vehicle_16,2024-02-01 04:38:47,location_292,2024-02-01 07:30:55,location_17,63.0,6241.99
vehicle_19,2024-02-01 05:07:08,location_292,2024-02-01 09:35:22,location_17,63.0,6241.99
vehicle_35,2024-02-01 07:00:00,location_17,2024-02-01 05:42:10,location_182,55.0,4878.23
vehicle_1,2024-02-01 04:00:00,location_17,2024-02-01 04:53:38,location_182,64.0,5120.32
vehicle_5,2024-02-01 08:30:00,location_242,2024-02-01 15:00:00,location_17,142.0,6929.22
vehicle_16,2024-02-01 07:00:00,location_17,2024-02-01 11:20:08,location_182,5.0,0.0
vehicle_18,2024-02-01 07:30:00,location_58,2024-02-01 19:00:00,location_17,10.0,8200.45
vehicle_15,2024-02-01 05:00:00,location_17,2024-02-01 15:10:00,location_259,39.0,0.0
vehicle_22,2024-02-01 05:00:00,location_17,2024-02-01 15:45:15,location_259,39.0,0.0
vehicle_17,2024-02-01 07:00:00,location_17,2024-02-01 15:30:00,location_99,47.0,3080.68
vehicle_10,2024-02-01 07:00:00,location_17,2024-02-01 09:10:06,location_297,157.0,4867.25
vehicle_5,2024-02-01 07:00:00,location_17,2024-02-01 07:00:00,location_126,171.0,1782.99
vehicle_24,2024-02-01 07:00:00,location_17,2024-02-01 06:00:00,location_182,55.0,4810.79
vehicle_19,2024-02-01 07:00:00,location_17,2024-02-01 11:23:20,location_182,55.0,4875.46
vehicle_34,2024-02-01 07:00:00,location_17,2024-02-01 15:16:30,location_259,53.0,3270.09
vehicle_4,2024-02-01 12:51:46,location_149,2024-02-01 17:04:42,location_17,85.0,6604.85
vehicle_23,2024-02-01 16:00:00,location_17,2024-02-01 15:29:45,location_99,57.0,2332.12
vehicle_8,2024-02-01 07:00:00,location_17,2024-02-01 05:18:15,location_297,159.0,646.06
vehicle_7,2024-02-01 08:52:03,location_38,2024-02-01 11:29:53,location_32,34.0,5208.75
vehicle_4,2024-02-01 04:30:00,location_17,2024-02-01 10:26:24,location_21,148.0,5000.31
vehicle_35,2024-02-01 07:00:00,location_17,2024-02-01 13:52:14,location_82,12.0,817.49
vehicle_11,2024-02-01 07:00:00,location_17,2024-02-01 06:54:19,location_126,171.0,2896.63
vehicle_14,2024-02-01 04:30:00,location_17,2024-02-01 11:41:21,location_214,83.0,4709.7
vehicle_17,2024-02-01 07:00:00,location_17,2024-02-01 14:00:00,location_99,1.0,405.33
vehicle_38,2024-02-01 07:00:00,location_17,2024-02-01 13:30:00,location_292,64.0,2100.82
vehicle_0,2024-02-01 07:00:00,location_17,2024-02-01 11:00:00,location_140,7.0,3321.13
vehicle_36,2024-02-01 06:00:00,location_17,2024-02-01 07:59:02,location_299,48.0,4723.25
vehicle_36,2024-02-01 06:00:00,location_17,2024-02-01 05:41:09,location_108,50.0,911.88
vehicle_9,2024-02-01 04:30:00,location_17,2024-02-01 12:43:07,location_27,68.0,6128.18
vehicle_7,2024-02-01 04:30:00,location_32,2024-02-01 06:30:00,location_38,30.0,8093.05
vehicle_36,2024-02-01 07:00:00,location_17,2024-02-01 12:25:41,location_82,12.0,4039.29
vehicle_12,2024-02-01 07:00:00,location_17,2024-02-01 11:52:28,location_182,55.0,4850.16
vehicle_6,2024-02-01 04:30:00,location_17,2024-02-01 06:57:29,location_215,197.0,6939.41
vehicle_35,2024-02-01 06:00:00,location_182,2024-02-01 08:05:35,location_17,55.0,7318.77
vehicle_22,2024-02-01 04:30:00,location_17,2024-02-01 08:00:18,location_167,106.0,1078.43
vehicle_6,2024-02-01 13:00:00,location_242,2024-02-01 19:00:00,location_17,142.0,6918.26
vehicle_25,2024-02-01 04:30:00,location_32,2024-02-01 06:45:03,location_67,47.0,1900.01
vehicle_14,2024-02-01 06:10:18,location_25,2024-02-01 09:04:49,location_17,26.0,7074.52
vehicle_31,2024-02-01 07:00:00,location_17,2024-02-01 06:52:09,location_297,105.0,0.0
vehicle_22,2024-02-01 11:04:50,location_214,2024-02-01 13:59:27,location_17,84.0,6383.52
vehicle_27,2024-02-01 07:00:00,location_17,2024-02-01 13:08:30,location_3,81.0,2710.25
vehicle_24,2024-02-01 07:00:00,location_17,2024-02-01 12:23:31,location_197,52.0,3551.41
vehicle_24,2024-02-01 06:30:00,location_182,2024-02-01 12:23:05,location_17,55.0,7318.77
vehicle_11,2024-02-01 09:28:24,location_167,2024-02-01 14:03:40,location_17,105.0,7318.77
vehicle_31,2024-02-01 07:00:00,location_17,2024-02-01 13:02:09,location_297,1.0,5.23
vehicle_31,2024-02-01 07:00:00,location_17,2024-02-01 13:01:56,location_209,1.0,0.0
vehicle_18,2024-02-01 04:30:00,location_17,2024-02-05 04:00:00,location_17,195.0,0.0
vehicle_3,2024-02-01 11:30:00,location_163,2024-02-01 15:06:11,location_17,93.0,6992.88
vehicle_8,2024-02-01 06:51:46,location_28,2024-02-01 16:32:55,location_17,170.0,2651.69
vehicle_23,2024-02-01 09:32:53,location_25,2024-02-01 19:00:00,location_17,26.0,8183.65
vehicle_30,2024-02-01 12:19:00,location_15,2024-02-01 15:00:00,location_78,49.0,2001.12
vehicle_38,2024-02-01 08:30:00,location_292,2024-02-01 15:00:00,location_17,65.0,6826.3
vehicle_17,2024-02-01 08:40:49,location_292,2024-02-01 15:00:00,location_17,65.0,6826.3
vehicle_31,2024-02-01 07:00:00,location_17,2024-02-01 13:02:05,location_297,85.0,2673.26
vehicle_31,2024-02-01 07:00:00,location_17,2024-02-01 13:01:56,location_209,13.0,167.32
vehicle_13,2024-02-01 07:00:00,location_17,2024-02-01 11:11:19,location_94,75.0,3000.92
vehicle_14,2024-02-01 11:30:00,location_214,2024-02-01 17:56:22,location_17,83.0,5579.01
vehicle_21,2024-02-01 04:30:00,location_17,2024-02-01 08:30:00,location_197,52.0,2477.19
vehicle_13,2024-02-01 07:00:00,location_17,2024-02-01 07:09:11,location_108,55.0,1770.12
vehicle_15,2024-02-01 10:45:51,location_259,2024-02-01 13:29:26,location_17,38.0,3087.24
vehicle_2,2024-02-01 16:42:18,location_259,2024-02-01 19:00:00,location_17,52.0,2048.15
vehicle_15,2024-02-01 16:44:06,location_259,2024-02-01 19:16:31,location_17,52.0,1869.88
vehicle_9,2024-02-01 13:28:22,location_259,2024-02-01 17:48:36,location_17,52.0,1866.97
vehicle_7,2024-02-01 11:57:58,location_40,2024-02-01 19:00:00,location_32,15.0,637.11
vehicle_30,2024-02-01 07:05:00,location_165,2024-02-01 10:09:28,location_78,86.0,3488.86
vehicle_32,2024-02-01 18:00:00,location_17,2024-02-01 16:28:31,location_259,53.0,12980.17
vehicle_2,2024-02-01 09:48:04,location_182,2024-02-01 11:12:03,location_17,65.0,3263.01
vehicle_23,2024-02-01 04:30:00,location_17,2024-02-01 06:00:00,location_247,12.0,4305.12
vehicle_2,2024-02-02 04:30:00,location_17,2024-02-02 13:44:01,location_259,39.0,1833.63
vehicle_2,2024-02-02 04:30:00,location_17,2024-02-02 08:05:08,location_259,39.0,1833.64
vehicle_11,2024-02-02 07:00:00,location_17,2024-02-02 12:34:37,location_214,89.0,3442.25
vehicle_8,2024-02-02 07:00:00,location_17,2024-02-02 10:20:36,location_214,89.0,3466.17
vehicle_30,2024-02-02 09:50:57,location_244,2024-02-02 15:00:00,location_78,89.0,3488.57
vehicle_27,2024-02-02 07:00:00,location_17,2024-02-02 13:18:55,location_167,105.0,4878.23
vehicle_36,2024-02-02 11:00:00,location_17,2024-02-02 10:20:21,location_182,55.0,4363.97
vehicle_13,2024-02-02 07:00:00,location_17,2024-02-02 06:49:40,location_182,55.0,4504.24
vehicle_3,2024-02-02 04:30:00,location_17,2024-02-02 14:30:22,location_259,39.0,5599.06
vehicle_27,2024-02-02 07:00:00,location_17,2024-02-02 08:31:51,location_197,47.0,3369.48
vehicle_32,2024-02-02 08:40:26,location_242,2024-02-02 14:22:16,location_17,142.0,6929.22
vehicle_29,2024-02-02 15:00:00,location_17,2024-02-02 05:00:00,location_227,45.0,3934.63
vehicle_29,2024-02-02 15:00:00,location_17,2024-02-02 05:00:00,location_227,33.0,1156.08
vehicle_29,2024-02-02 15:00:00,location_17,2024-02-02 05:00:00,location_227,14.0,0.0
vehicle_18,2024-02-02 05:00:00,location_17,2024-02-02 11:02:11,location_259,39.0,0.0
vehicle_36,2024-02-02 10:00:00,location_17,2024-02-02 06:30:00,location_182,16.0,0.0
vehicle_16,2024-02-02 04:28:00,location_292,2024-02-02 08:15:31,location_17,63.0,6241.99
vehicle_19,2024-02-02 05:07:33,location_292,2024-02-02 08:06:55,location_17,63.0,6590.0
vehicle_5,2024-02-02 10:30:00,location_149,2024-02-02 15:00:00,location_17,82.0,6367.38
vehicle_9,2024-02-02 04:30:00,location_17,2024-02-02 13:00:00,location_214,83.0,5414.35
vehicle_13,2024-02-02 07:00:00,location_17,2024-02-02 12:00:00,location_234,45.0,134.58
vehicle_34,2024-02-02 07:00:00,location_17,2024-02-02 09:44:43,location_94,75.0,3002.63
vehicle_30,2024-02-02 06:00:00,location_78,2024-02-02 09:01:52,location_29,90.0,6491.45
vehicle_35,2024-02-02 07:00:00,location_17,2024-02-02 14:09:42,location_140,7.0,3372.83
vehicle_35,2024-02-02 07:00:00,location_17,2024-02-02 07:48:13,location_167,100.0,610.79
vehicle_8,2024-02-02 07:00:00,location_17,2024-02-02 07:07:43,location_259,43.0,634.93
vehicle_4,2024-02-02 04:30:00,location_17,2024-02-02 06:24:44,location_108,57.0,2251.51
vehicle_12,2024-02-02 07:00:00,location_17,2024-02-02 10:31:53,location_182,55.0,4808.06
vehicle_34,2024-02-02 07:00:00,location_17,2024-02-02 11:39:00,location_182,55.0,4875.46
vehicle_24,2024-02-02 07:00:00,location_17,2024-02-02 06:00:00,location_238,165.0,3831.37
vehicle_17,2024-02-02 07:00:00,location_17,2024-02-02 14:50:00,location_182,55.0,4808.06
vehicle_29,2024-02-02 07:52:41,location_242,2024-02-02 11:27:49,location_17,142.0,7126.55
vehicle_25,2024-02-02 04:30:00,location_32,2024-02-02 09:34:58,location_106,242.0,2439.39
vehicle_11,2024-02-02 07:00:00,location_17,2024-02-02 06:35:51,location_182,35.0,0.0
vehicle_21,2024-02-02 05:00:00,location_17,2024-02-02 10:30:00,location_94,76.0,3721.43
vehicle_32,2024-02-02 07:00:00,location_17,2024-02-02 16:43:00,location_3,84.0,578.22
vehicle_31,2024-02-02 07:00:00,location_17,2024-02-02 08:37:18,location_209,92.0,1606.97
vehicle_31,2024-02-02 07:00:00,location_17,2024-02-02 08:37:18,location_209,47.0,0.0
vehicle_19,2024-02-02 07:00:00,location_17,2024-02-02 12:18:24,location_197,8.0,160.64
vehicle_23,2024-02-02 08:29:42,location_25,2024-02-02 19:00:00,location_17,26.0,7482.77
vehicle_6,2024-02-02 07:58:32,location_25,2024-02-02 19:00:00,location_17,26.0,8148.93
vehicle_16,2024-02-02 07:00:00,location_17,2024-02-02 10:01:00,location_259,43.0,3240.84
vehicle_2,2024-02-02 09:57:16,location_25,2024-02-02 11:58:12,location_17,26.0,7771.68
vehicle_9,2024-02-02 09:01:03,location_25,2024-02-02 10:57:08,location_17,26.0,7481.53
vehicle_12,2024-02-02 07:00:00,location_17,2024-02-02 06:14:37,location_158,74.0,3869.78
vehicle_1,2024-02-02 04:30:00,location_17,2024-02-02 07:41:57,location_3,84.0,1545.03
vehicle_22,2024-02-02 04:30:00,location_17,2024-02-02 08:06:51,location_188,6.0,666.79
vehicle_7,2024-02-02 04:30:00,location_32,2024-02-02 09:35:00,location_73,25.0,8210.44
vehicle_15,2024-02-02 04:30:00,location_17,2024-02-02 10:48:01,location_214,169.0,1084.25
vehicle_38,2024-02-02 08:15:00,location_292,2024-02-02 15:00:00,location_17,65.0,6826.3
vehicle_17,2024-02-02 08:37:16,location_292,2024-02-02 12:30:08,location_17,65.0,6826.3
vehicle_23,2024-02-02 04:30:00,location_17,2024-02-02 06:41:00,location_234,47.0,1615.51
vehicle_9,2024-02-02 04:30:00,location_17,2024-02-02 06:30:00,location_108,57.0,5302.13
vehicle_38,2024-02-02 07:00:00,location_17,2024-02-02 13:00:00,location_292,64.0,2099.63
vehicle_36,2024-02-02 07:00:00,location_17,2024-02-02 06:30:00,location_182,33.0,3159.33
vehicle_0,2024-02-02 07:00:00,location_17,2024-02-02 05:38:19,location_238,165.0,4493.76
vehicle_35,2024-02-02 09:13:34,location_167,2024-02-02 12:23:38,location_17,105.0,7318.77
vehicle_19,2024-02-02 07:00:00,location_17,2024-02-02 10:11:48,location_11,59.0,504.0
vehicle_22,2024-02-02 04:30:00,location_17,2024-02-02 10:14:37,location_187,20.0,4405.17
vehicle_24,2024-02-02 08:00:00,location_198,2024-02-02 15:00:00,location_17,171.0,2488.56
vehicle_6,2024-02-02 04:30:00,location_17,2024-02-02 14:30:00,location_214,83.0,4183.04
vehicle_4,2024-02-02 04:30:00,location_17,2024-02-03 14:01:35,location_214,83.0,4183.04
vehicle_23,2024-02-02 04:30:00,location_17,2024-02-02 12:45:18,location_182,64.0,5278.98
vehicle_18,2024-02-02 04:30:00,location_17,2024-02-02 09:43:09,location_247,12.0,3642.79
vehicle_3,2024-02-02 04:30:00,location_17,2024-02-02 07:48:04,location_259,39.0,4553.33
vehicle_11,2024-02-02 07:00:00,location_17,2024-02-02 06:35:51,location_182,10.0,332.55
vehicle_5,2024-02-02 07:00:00,location_17,2024-02-02 06:00:00,location_41,75.0,4426.55
vehicle_14,2024-02-02 04:30:00,location_17,2024-02-02 09:36:57,location_167,106.0,942.13
vehicle_10,2024-02-02 07:00:00,location_17,2024-02-02 08:04:11,location_170,90.0,2885.5
vehicle_10,2024-02-02 10:39:07,location_167,2024-02-02 15:00:00,location_17,105.0,7318.77
